experiment_id,row_index,step,timestamp_s,vehicle_id,scenario,ground_truth_class,ground_truth_reason,ground_truth_label_source,real_world_cyberattack_label,synthetic_cyber_label,laboratory_generated,physical_vehicle,direct_vehicle_actuation,live_cortex_xdr_api,model_retraining,requirement_evaluation_count,requirement_pass_count,requirement_fail_count,requirement_not_evaluable_count,requirement_unknown_count,all_requirements_pass,prediction_available,prediction_source_row,y3_probability,y6_probability,source_feature_sha256,source_requirement_sha256,source_prediction_sha256,feature__timestamp_s,feature__step,feature__VehicleSpeed,feature__WheelSpeedFL,feature__WheelSpeedFR,feature__SteeringAngle,feature__LongitudinalAcceleration,feature__LateralAcceleration,feature__YawRate,feature__speed_wheel_speed_error,feature__steering_yaw_joint_magnitude,feature__Accelerator,feature__BrakePressure,feature__BrakeStatus,feature__RegenCommand,feature__VCUState,feature__MotorRPM,feature__TorqueCommand,feature__RegenAvailable,feature__TorqueFeedback,feature__MotorTemperature,feature__InverterTemperature,feature__InverterState,feature__SOC,feature__SOH,feature__HVVoltage,feature__HVCurrent,feature__BatteryTemperature,feature__CellVoltageDeviation,feature__CellTemperatureDeviation,feature__BMSState,feature__IsolationStatus,feature__ContactorState,feature__PrechargeState,feature__ChargingState,feature__ConnectorState,feature__ChargeCurrent,feature__VCUHeartbeat,feature__BMSHeartbeat,feature__InverterHeartbeat,feature__GatewayHeartbeat,feature__SequenceCounter,feature__RCMHeartbeat,feature__OccupantSensorHeartbeat,feature__RestraintGatewayHeartbeat,feature__RestraintSequenceCounter,feature__can_frame_interval_s,feature__DiagnosticState,feature__IntegrityStatus,feature__GatewayIntegrity,feature__DriverSeatbelt,feature__PassengerSeatbelt,feature__DriverPretensioner,feature__PassengerPretensioner,feature__RolloverStatus,feature__RestraintDiagnostic,feature__RestraintIntegrity,feature__RestraintSequence,feature__DriverAirbag,feature__PassengerAirbag,feature__SideAirbag,feature__CurtainAirbag,feature__ImpactSeverity,feature__DriverOccupant,feature__PassengerOccupant,feature__DriverPosition,feature__PassengerPosition,feature__CrashEventStatus,feature__AuxBatteryVoltage,feature__AuxBatteryStatus,feature__cp_speed_consistency_error,feature__cp_brake_consistency_error,feature__cp_torque_tracking_error,feature__cp_steering_yaw_consistency,feature__cp_hv_power_kw,feature__cp_battery_temperature_abs,feature__accelerator_torque_joint,feature__laboratory_generated,feature__physical_vehicle,feature__direct_actuation,previous_record_hash,record_hash
P5_8_0129,129,129,6.45,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,129,0.9895175099372864,0.999062716960907,ae252889990f6b35609f7b2614ccd2a29fc0c85211f5181f2bec263dc2a7b92e,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.45,129.0,66.78,67.03,66.57000000000001,2.4000000000000004,-0.1,-0.01,1.8,0.020000000000010232,4.2,38.400000000000006,2.6,1.0,2.0,2.0,3673.0,124.5,1.0,126.4,80.0,67.0,2.0,80.0,98.0,398.8,86.30000000000001,31.0,0.017,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,129.0,1.0,1.0,1.0,129.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.59,1.0,0.020000000000010232,0.0,1.9000000000000057,4.2,34.41644,31.0,4780.800000000001,True,False,False,979ac6f1be4f266ad63929d029585436a8d5f8fb10501f48b64979dbc1646f77,98f6bcbb99fb3016c44c81db2659c2b4d3b6a9afbb66ede489493716c65c87bc
P5_8_0130,130,130,6.5,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,130,0.9895213842391968,0.9990624785423279,6c88693bdaa624f771f21dddae6080bc909dd070e10e0988d7bc2f28120f0527,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.5,130.0,66.73,66.89,66.48,2.3000000000000003,-0.1,0.0,1.7000000000000002,0.045000000000001705,4.0,40.400000000000006,2.6,1.0,2.0,2.0,3670.0,126.80000000000001,1.0,126.30000000000001,80.0,68.0,2.0,80.0,98.0,398.70000000000005,88.4,32.0,0.009000000000000001,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,130.0,1.0,1.0,1.0,130.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,130.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.56,1.0,0.045000000000001705,0.0,0.5,4.0,35.24508000000001,32.0,5122.720000000001,True,False,False,98f6bcbb99fb3016c44c81db2659c2b4d3b6a9afbb66ede489493716c65c87bc,699d3a4f5e911c535740b1c0d130ea33534308d120772283d8e7c0c7559b04a2
P5_8_0131,131,131,6.55,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,131,0.9895251989364624,0.9990623593330383,6236d4b5caedb88e313d6206e2dcd92b2d5b26c439ed0b012d058f8fc2a66367,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.55,131.0,66.68,67.07000000000001,66.4,2.3000000000000003,-0.1,0.0,1.8,0.05500000000000682,4.1000000000000005,41.6,2.6,1.0,2.0,2.0,3667.0,128.5,1.0,131.1,79.0,67.0,2.0,80.0,98.0,398.20000000000005,92.9,31.0,0.011,2.3000000000000003,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,131.0,1.0,1.0,1.0,131.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.61,1.0,0.05500000000000682,0.0,2.5999999999999943,4.1000000000000005,36.99278,31.0,5345.6,True,False,False,699d3a4f5e911c535740b1c0d130ea33534308d120772283d8e7c0c7559b04a2,ba8bf9e10e3d8145f338c1ef48fe7daff6dd37ec821b191059bb47eca0eec5e5
P5_8_0132,132,132,6.6,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,132,0.9895290732383728,0.9990621209144592,63eccf0d070195c028801ce5bf07b4eae1f30e047532abd0e1e6a3494d929e2d,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.6,132.0,66.63,66.91,66.46000000000001,2.2,-0.1,0.0,1.8,0.05500000000000682,4.0,40.400000000000006,2.6,1.0,2.0,2.0,3664.0,126.9,1.0,129.20000000000002,78.0,67.0,2.0,80.0,98.0,398.6,87.60000000000001,31.0,0.011,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,132.0,1.0,1.0,1.0,132.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,132.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.56,1.0,0.05500000000000682,0.0,2.3000000000000114,4.0,34.91736000000001,31.0,5126.760000000001,True,False,False,ba8bf9e10e3d8145f338c1ef48fe7daff6dd37ec821b191059bb47eca0eec5e5,748fc01692367c707b7dfbe44aeef915ec82ae50f2786275c0e7417086cba383
P5_8_0133,133,133,6.65,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,133,0.9895331263542175,0.9990620017051697,ae3fa590064f5b10cab81e51a16991c30a58ea58088534d06a6f895823863d2e,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.65,133.0,66.57000000000001,66.93,66.44,2.2,-0.1,0.0,1.8,0.11499999999999488,4.0,39.6,2.6,1.0,2.0,2.0,3662.0,126.0,1.0,127.0,80.0,68.0,2.0,80.0,98.0,398.5,88.9,31.0,0.007,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,133.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,133.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.6,1.0,0.11499999999999488,0.0,1.0,4.0,35.42665,31.0,4989.6,True,False,False,748fc01692367c707b7dfbe44aeef915ec82ae50f2786275c0e7417086cba383,b814bd6bf7c060251af58b473f35c7b8c8dba1d29b8f3901473a4c4686ad96f3
P5_8_0134,134,134,6.7,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,134,0.9895371198654175,0.9990617632865906,f9085b6cf69c8538881e05445e371a0a2a62f6dd202f1453aabf86f6cc8d4936,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.7,134.0,66.52,66.76,66.3,2.2,-0.1,0.0,1.8,0.010000000000005116,4.0,39.2,2.6,1.0,2.0,2.0,3659.0,125.30000000000001,1.0,126.30000000000001,79.0,67.0,2.0,80.0,98.0,399.0,86.80000000000001,31.0,0.013000000000000001,2.1,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,134.0,1.0,1.0,1.0,134.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.58,1.0,0.010000000000005116,0.0,1.0,4.0,34.6332,31.0,4911.760000000001,True,False,False,b814bd6bf7c060251af58b473f35c7b8c8dba1d29b8f3901473a4c4686ad96f3,3b232cd34f5fe93d36df980e0d35a881b175513f9c10ad88df5f3ed67989376d
P5_8_0135,135,135,6.75,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,135,0.9895411133766174,0.999061644077301,3105989c12e3722b6e7ad2bdf5b93e54e36aa0d36fcd14e8203c2f8bd06ba312,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.75,135.0,66.47,66.75,66.31,2.1,-0.1,0.0,1.6,0.060000000000002274,3.7,39.2,2.6,1.0,2.0,2.0,3656.0,125.2,1.0,126.2,80.0,67.0,2.0,80.0,98.0,398.0,87.9,31.0,0.011,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,135.0,1.0,1.0,1.0,135.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.59,1.0,0.060000000000002274,0.0,1.0,3.7,34.9842,31.0,4907.84,True,False,False,3b232cd34f5fe93d36df980e0d35a881b175513f9c10ad88df5f3ed67989376d,e14ab813ee7b1239125b191f370e9aa09c231e23ed456ffe6540d2643b3cc210
P5_8_0136,136,136,6.8,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,136,0.9895450472831726,0.9990615248680115,b5baf2b9cb9d376cc8e7d67aff7b3ffc53b1d39ed3442407bc3c838d9704fe3a,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.8,136.0,66.42,66.55,66.26,2.1,-0.1,0.0,1.7000000000000002,0.015000000000000568,3.8000000000000003,40.800000000000004,2.6,1.0,2.0,2.0,3653.0,127.4,1.0,128.1,79.0,67.0,2.0,80.0,98.0,398.0,89.10000000000001,32.0,0.013000000000000001,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,136.0,1.0,1.0,1.0,136.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.65,1.0,0.015000000000000568,0.0,0.6999999999999886,3.8000000000000003,35.461800000000004,32.0,5197.920000000001,True,False,False,e14ab813ee7b1239125b191f370e9aa09c231e23ed456ffe6540d2643b3cc210,4bfffac7ee493cd15c8c1d2262083d3384da00f84d34cab64be95ce7206004c6
P5_8_0137,137,137,6.85,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,137,0.9895490407943726,0.9990612864494324,804d60f64a404019a739944e2a220a4439e9044513c9d8ccf1a87ddff003f15d,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.85,137.0,66.37,66.7,66.22,2.0,-0.1,0.0,1.6,0.09000000000000341,3.6,39.2,2.6,1.0,2.0,2.0,3650.0,125.2,1.0,125.0,80.0,67.0,2.0,80.0,98.0,398.90000000000003,88.0,31.0,0.009000000000000001,1.8,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,137.0,1.0,1.0,1.0,137.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.55,1.0,0.09000000000000341,0.0,0.20000000000000284,3.6,35.1032,31.0,4907.84,True,False,False,4bfffac7ee493cd15c8c1d2262083d3384da00f84d34cab64be95ce7206004c6,4ce2e2132a9fb06dd8d27cfd35060bcdf3042fa4e35b4bdd048feac120c4b69e
P5_8_0138,138,138,6.9,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,138,0.9895529747009277,0.9990611672401428,47388030523ac69503bdaa37bb52d06c3e198c190d9b55bb7799ff4d01e06b53,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.9,138.0,66.32000000000001,66.64,66.14,2.0,-0.1,0.0,1.7000000000000002,0.06999999999999318,3.7,40.0,2.6,1.0,2.0,2.0,3647.0,126.5,1.0,126.30000000000001,78.0,67.0,2.0,80.0,98.0,398.6,88.5,31.0,0.014,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,1.0,1.0,1.0,138.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.57,1.0,0.06999999999999318,0.0,0.19999999999998863,3.7,35.2761,31.0,5060.0,True,False,False,4ce2e2132a9fb06dd8d27cfd35060bcdf3042fa4e35b4bdd048feac120c4b69e,2d6a31b9d516b82eabcc458b6505164767f794d2c5e480e1c005895259954b41
P5_8_0139,139,139,6.95,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,139,0.9895569682121277,0.9990609288215637,5dfcd9367309d82ddd1149091c7998b445cb86bf3896e61db937e146dd388115,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,6.95,139.0,66.27,66.59,66.06,2.0,-0.1,0.0,1.5,0.05500000000000682,3.5,39.2,2.6,1.0,2.0,2.0,3645.0,125.2,1.0,126.80000000000001,80.0,66.0,2.0,80.0,98.0,398.20000000000005,86.60000000000001,31.0,0.01,2.1,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,139.0,1.0,1.0,1.0,139.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.59,1.0,0.05500000000000682,0.0,1.6000000000000085,3.5,34.48412000000001,31.0,4907.84,True,False,False,2d6a31b9d516b82eabcc458b6505164767f794d2c5e480e1c005895259954b41,7aafbdd481eef0f1a3816c2c1f36368575cb95efe70c915756da2ccf8d1db3e5
P5_8_0140,140,140,7.0,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,140,0.9895609617233276,0.9990608096122742,726ffd29f6a99f6884c6cd80821a73a5915452b387abc7e3cfe1e4b75cf8f509,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,7.0,140.0,66.22,66.47,66.02,1.9000000000000001,-0.1,0.0,1.6,0.025000000000005684,3.5,39.6,2.6,1.0,2.0,2.0,3642.0,125.60000000000001,1.0,124.0,80.0,67.0,2.0,80.0,98.0,397.8,87.60000000000001,31.0,0.014,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,140.0,1.0,1.0,1.0,140.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.58,1.0,0.025000000000005684,0.0,1.6000000000000085,3.5,34.847280000000005,31.0,4973.76,True,False,False,7aafbdd481eef0f1a3816c2c1f36368575cb95efe70c915756da2ccf8d1db3e5,9d76371e2d5691b75108c34a6073e7dbffceb5508fa0ad78bac2dcb660b5f05a
P5_8_0141,141,141,7.05,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,141,0.9895650148391724,0.9990605711936951,20437fa67a0363a6e8541a7ceeefa907c4d22df33db8863c5d64d718fbfb1e8e,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,7.05,141.0,66.16,66.45,65.89,1.9000000000000001,-0.1,-0.01,1.4000000000000001,0.010000000000005116,3.3000000000000003,40.400000000000006,2.6,1.0,2.0,2.0,3639.0,126.80000000000001,1.0,126.9,79.0,67.0,2.0,80.0,98.0,398.6,88.9,31.0,0.01,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,141.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.620000000000001,1.0,0.010000000000005116,0.0,0.09999999999999432,3.3000000000000003,35.43554,31.0,5122.720000000001,True,False,False,9d76371e2d5691b75108c34a6073e7dbffceb5508fa0ad78bac2dcb660b5f05a,465b8ab035f5b212cc5666d9a8b09a90a82a5aa6276f3b3d8ef18ec134cba32c
P5_8_0142,142,142,7.1,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,142,0.9895690083503723,0.9990604519844055,3849dcf5eb986da9427684edf11ca74d1beb88a66ce48c9a952420d134e207df,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,7.1,142.0,66.11,66.4,66.07000000000001,1.9000000000000001,-0.1,0.0,1.5,0.1250000000000142,3.4000000000000004,39.6,2.6,1.0,2.0,2.0,3636.0,125.7,1.0,128.4,79.0,67.0,2.0,80.0,98.0,398.5,87.10000000000001,31.0,0.01,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,142.0,1.0,1.0,1.0,142.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.65,1.0,0.1250000000000142,0.0,2.700000000000003,3.4000000000000004,34.70935000000001,31.0,4977.72,True,False,False,465b8ab035f5b212cc5666d9a8b09a90a82a5aa6276f3b3d8ef18ec134cba32c,c96edda42553c1a638fd45fb91f20635c97cbbb132898afb38e2886854e745f1
P5_8_0143,143,143,7.15,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,143,0.9895729422569275,0.9990602135658264,d0c94906b36e47abb9d66d76215942a7692e08538f28f6847066a44192edeee8,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,7.15,143.0,66.06,66.33,65.93,1.8,-0.1,0.0,1.5,0.06999999999999318,3.3,41.2,2.6,1.0,2.0,2.0,3634.0,127.7,1.0,125.4,79.0,67.0,2.0,80.0,98.0,398.20000000000005,88.60000000000001,31.0,0.012,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,143.0,1.0,1.0,1.0,143.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.57,1.0,0.06999999999999318,0.0,2.299999999999997,3.3,35.28052,31.0,5261.240000000001,True,False,False,c96edda42553c1a638fd45fb91f20635c97cbbb132898afb38e2886854e745f1,91d5c50dae7115e27e6a397a0984585e83380f46b466c50ee54727ec5a48be5e
P5_8_0144,144,144,7.2,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,144,0.989577054977417,0.9990600943565369,685c264499e7ccde0df849ef9a7d90552257c5cb679ea323e14ddf39ebd6fc2e,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,7.2,144.0,66.01,66.22,65.84,1.8,-0.1,-0.01,1.5,0.01999999999999602,3.3,38.400000000000006,2.5,1.0,2.0,2.0,3631.0,124.30000000000001,1.0,124.80000000000001,79.0,67.0,2.0,80.0,98.0,398.3,88.5,32.0,0.008,1.6,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,144.0,1.0,1.0,1.0,144.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.59,1.0,0.01999999999999602,0.0,0.5,3.3,35.249550000000006,32.0,4773.120000000001,True,False,False,91d5c50dae7115e27e6a397a0984585e83380f46b466c50ee54727ec5a48be5e,d035a85eb98dec84bc3103936c77d49d0402c64d5c7e6e010e0cad3c3de8a354
P5_8_0145,145,145,7.25,EV-LAB-001,NORMAL_BASELINE,NORMAL_LABORATORY_STATE,all_lab_rules_within_thresholds,DETERMINISTIC_LABORATORY_RULES,False,False,True,False,False,False,False,40,40,0,0,0,True,True,145,0.9895809888839722,0.9990598559379578,6b8844e9f784fbe902ce01ebb063340879a264cb2248e235aa44e34fe8725e6e,0a58960f6142fad4876a7eacf986c1d59f503dc47c53559a858505232b3c6bcf,f8b5283c3e85f1bc8b4e6e3bde6cc88ee2c61eb45dc03299a6432a593d0fcd03,7.25,145.0,65.96000000000001,66.22,65.82000000000001,1.8,-0.1,-0.01,1.3,0.060000000000002274,3.1,40.0,2.5,1.0,2.0,2.0,3628.0,126.30000000000001,1.0,125.80000000000001,78.0,67.0,2.0,80.0,98.0,398.40000000000003,87.80000000000001,31.0,0.015,1.8,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,145.0,1.0,1.0,1.0,145.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.66,1.0,0.060000000000002274,0.0,0.5,3.1,34.97952,31.0,5052.0,True,False,False,d035a85eb98dec84bc3103936c77d49d0402c64d5c7e6e010e0cad3c3de8a354,1cfd9673250d23531ecd97b7a9925a4c8ca58eaaeced764daff44cb486f6492e
