requirement_id,check,status,timestamp_s,step,vehicle_id,scenario,reason,observed,threshold
RES-CHECK-001,restraint_ecu_heartbeat_presence,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Restraint subsystem heartbeats are present.,,
RES-CHECK-002,restraint_can_timing_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Restraint CAN timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
RES-CHECK-003,restraint_sequence_counter_continuity,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Restraint sequence counter is present; continuity is evaluated at dataset level.,0.0,
RES-CHECK-004,occupant_status_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Occupant status values are valid laboratory states.,,
RES-CHECK-005,seatbelt_status_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Seatbelt states are valid.,,
RES-CHECK-006,pretensioner_status_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Pretensioner states are valid.,,
RES-CHECK-007,airbag_state_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Airbag states are valid laboratory states.,,
RES-CHECK-008,crash_event_status_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Crash-event and impact status values are valid.,,
RES-CHECK-009,longitudinal_acceleration_plausibility,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,LongitudinalAcceleration is within laboratory range.,2.0,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-010,lateral_acceleration_plausibility,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,LateralAcceleration is within laboratory range.,0.0,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-011,yaw_rate_plausibility,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,YawRate is within laboratory range.,0.0,"{'minimum': -180.0, 'maximum': 180.0}"
RES-CHECK-012,acceleration_speed_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Longitudinal acceleration is within laboratory consistency range.,2.0,5.0
RES-CHECK-013,acceleration_wheel_speed_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Acceleration/wheel-speed relationship is within laboratory tolerance.,0.015000000000000568,5.0
RES-CHECK-014,yaw_steering_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Steering/yaw relationship is within laboratory threshold.,0.0,20.0
RES-CHECK-015,restraint_diagnostic_consistency,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Restraint diagnostic and integrity states are consistent.,,
RES-CHECK-016,restraint_integrity_verification,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Restraint integrity is valid.,,
RES-CHECK-017,restraint_gateway_integrity,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Restraint gateway integrity is valid.,,
RES-CHECK-018,cyber_anomaly_occupant_safety_correlation,PASS,0.0,0,EV-LAB-001,NORMAL_BASELINE,Cyber-integrity and occupant-safety states are mutually consistent.,,
EV-CHECK-001,vehicle_wheel_speed_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Vehicle speed and wheel speed are consistent.,0.045000000000001705,2.0
EV-CHECK-002,accelerator_torque_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Accelerator and commanded torque are jointly plausible.,3667.2000000000003,100000.0
EV-CHECK-003,brake_regenerative_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Brake and regenerative-braking states are consistent.,,
EV-CHECK-004,torque_command_feedback_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Torque command and feedback are consistent.,0.20000000000000284,20.0
EV-CHECK-005,battery_soc_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,SOC is within laboratory range.,80.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-006,battery_soh_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,SOH is within laboratory range.,98.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-007,hv_voltage_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,HVVoltage is within laboratory range.,398.8,"{'minimum': 250.0, 'maximum': 450.0}"
EV-CHECK-008,hv_current_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,HV current is within laboratory range.,78.7,400.0
EV-CHECK-009,battery_temperature_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,BatteryTemperature is within laboratory range.,30.0,"{'minimum': -30.0, 'maximum': 60.0}"
EV-CHECK-010,cell_voltage_deviation,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,CellVoltageDeviation is within laboratory range.,0.013000000000000001,"{'minimum': 0.0, 'maximum': 0.1}"
EV-CHECK-011,cell_temperature_deviation,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,CellTemperatureDeviation is within laboratory range.,2.1,"{'minimum': 0.0, 'maximum': 10.0}"
EV-CHECK-012,isolation_status,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,HV isolation status indicates valid laboratory state.,1.0,1
EV-CHECK-013,contactor_state_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Contactor state is consistent with available HV state.,,
EV-CHECK-014,precharge_state_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Precharge state is numerically consistent with HV state.,,
EV-CHECK-015,motor_temperature_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,MotorTemperature is within laboratory range.,76.0,"{'minimum': -40.0, 'maximum': 150.0}"
EV-CHECK-016,inverter_state_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Inverter state and temperature are consistent.,,
EV-CHECK-017,charging_connector_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Charging and connector states are consistent.,,
EV-CHECK-018,ecu_heartbeat_presence,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Required ECU heartbeats are present.,,
EV-CHECK-019,can_message_timing,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,CAN frame timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
EV-CHECK-020,sequence_counter_continuity,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Sequence counter value is present; continuity is evaluated at dataset level.,1.0,
EV-CHECK-021,diagnostic_state_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Diagnostic and integrity states are consistent.,,
EV-CHECK-022,command_physical_response_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Commanded torque and observed torque response are consistent.,0.20000000000000284,20.0
RES-CHECK-001,restraint_ecu_heartbeat_presence,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Restraint subsystem heartbeats are present.,,
RES-CHECK-002,restraint_can_timing_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Restraint CAN timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
RES-CHECK-003,restraint_sequence_counter_continuity,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Restraint sequence counter is present; continuity is evaluated at dataset level.,1.0,
RES-CHECK-004,occupant_status_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Occupant status values are valid laboratory states.,,
RES-CHECK-005,seatbelt_status_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Seatbelt states are valid.,,
RES-CHECK-006,pretensioner_status_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Pretensioner states are valid.,,
RES-CHECK-007,airbag_state_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Airbag states are valid laboratory states.,,
RES-CHECK-008,crash_event_status_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Crash-event and impact status values are valid.,,
RES-CHECK-009,longitudinal_acceleration_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,LongitudinalAcceleration is within laboratory range.,0.32,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-010,lateral_acceleration_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,LateralAcceleration is within laboratory range.,0.0,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-011,yaw_rate_plausibility,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,YawRate is within laboratory range.,0.1,"{'minimum': -180.0, 'maximum': 180.0}"
RES-CHECK-012,acceleration_speed_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Longitudinal acceleration is within laboratory consistency range.,0.32,5.0
RES-CHECK-013,acceleration_wheel_speed_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Acceleration/wheel-speed relationship is within laboratory tolerance.,0.045000000000001705,5.0
RES-CHECK-014,yaw_steering_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Steering/yaw relationship is within laboratory threshold.,0.2,20.0
RES-CHECK-015,restraint_diagnostic_consistency,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Restraint diagnostic and integrity states are consistent.,,
RES-CHECK-016,restraint_integrity_verification,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Restraint integrity is valid.,,
RES-CHECK-017,restraint_gateway_integrity,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Restraint gateway integrity is valid.,,
RES-CHECK-018,cyber_anomaly_occupant_safety_correlation,PASS,0.05,1,EV-LAB-001,NORMAL_BASELINE,Cyber-integrity and occupant-safety states are mutually consistent.,,
EV-CHECK-001,vehicle_wheel_speed_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Vehicle speed and wheel speed are consistent.,0.00999999999999801,2.0
EV-CHECK-002,accelerator_torque_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Accelerator and commanded torque are jointly plausible.,3363.0000000000005,100000.0
EV-CHECK-003,brake_regenerative_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Brake and regenerative-braking states are consistent.,,
EV-CHECK-004,torque_command_feedback_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Torque command and feedback are consistent.,0.9000000000000057,20.0
EV-CHECK-005,battery_soc_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,SOC is within laboratory range.,80.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-006,battery_soh_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,SOH is within laboratory range.,98.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-007,hv_voltage_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,HVVoltage is within laboratory range.,398.3,"{'minimum': 250.0, 'maximum': 450.0}"
EV-CHECK-008,hv_current_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,HV current is within laboratory range.,79.4,400.0
EV-CHECK-009,battery_temperature_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,BatteryTemperature is within laboratory range.,30.0,"{'minimum': -30.0, 'maximum': 60.0}"
EV-CHECK-010,cell_voltage_deviation,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,CellVoltageDeviation is within laboratory range.,0.01,"{'minimum': 0.0, 'maximum': 0.1}"
EV-CHECK-011,cell_temperature_deviation,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,CellTemperatureDeviation is within laboratory range.,2.1,"{'minimum': 0.0, 'maximum': 10.0}"
EV-CHECK-012,isolation_status,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,HV isolation status indicates valid laboratory state.,1.0,1
EV-CHECK-013,contactor_state_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Contactor state is consistent with available HV state.,,
EV-CHECK-014,precharge_state_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Precharge state is numerically consistent with HV state.,,
EV-CHECK-015,motor_temperature_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,MotorTemperature is within laboratory range.,76.0,"{'minimum': -40.0, 'maximum': 150.0}"
EV-CHECK-016,inverter_state_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Inverter state and temperature are consistent.,,
EV-CHECK-017,charging_connector_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Charging and connector states are consistent.,,
EV-CHECK-018,ecu_heartbeat_presence,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Required ECU heartbeats are present.,,
EV-CHECK-019,can_message_timing,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,CAN frame timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
EV-CHECK-020,sequence_counter_continuity,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Sequence counter value is present; continuity is evaluated at dataset level.,2.0,
EV-CHECK-021,diagnostic_state_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Diagnostic and integrity states are consistent.,,
EV-CHECK-022,command_physical_response_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Commanded torque and observed torque response are consistent.,0.9000000000000057,20.0
RES-CHECK-001,restraint_ecu_heartbeat_presence,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Restraint subsystem heartbeats are present.,,
RES-CHECK-002,restraint_can_timing_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Restraint CAN timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
RES-CHECK-003,restraint_sequence_counter_continuity,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Restraint sequence counter is present; continuity is evaluated at dataset level.,2.0,
RES-CHECK-004,occupant_status_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Occupant status values are valid laboratory states.,,
RES-CHECK-005,seatbelt_status_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Seatbelt states are valid.,,
RES-CHECK-006,pretensioner_status_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Pretensioner states are valid.,,
RES-CHECK-007,airbag_state_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Airbag states are valid laboratory states.,,
RES-CHECK-008,crash_event_status_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Crash-event and impact status values are valid.,,
RES-CHECK-009,longitudinal_acceleration_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,LongitudinalAcceleration is within laboratory range.,0.32,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-010,lateral_acceleration_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,LateralAcceleration is within laboratory range.,0.0,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-011,yaw_rate_plausibility,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,YawRate is within laboratory range.,0.1,"{'minimum': -180.0, 'maximum': 180.0}"
RES-CHECK-012,acceleration_speed_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Longitudinal acceleration is within laboratory consistency range.,0.32,5.0
RES-CHECK-013,acceleration_wheel_speed_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Acceleration/wheel-speed relationship is within laboratory tolerance.,0.00999999999999801,5.0
RES-CHECK-014,yaw_steering_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Steering/yaw relationship is within laboratory threshold.,0.30000000000000004,20.0
RES-CHECK-015,restraint_diagnostic_consistency,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Restraint diagnostic and integrity states are consistent.,,
RES-CHECK-016,restraint_integrity_verification,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Restraint integrity is valid.,,
RES-CHECK-017,restraint_gateway_integrity,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Restraint gateway integrity is valid.,,
RES-CHECK-018,cyber_anomaly_occupant_safety_correlation,PASS,0.1,2,EV-LAB-001,NORMAL_BASELINE,Cyber-integrity and occupant-safety states are mutually consistent.,,
EV-CHECK-001,vehicle_wheel_speed_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Vehicle speed and wheel speed are consistent.,0.060000000000002274,2.0
EV-CHECK-002,accelerator_torque_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Accelerator and commanded torque are jointly plausible.,3785.120000000001,100000.0
EV-CHECK-003,brake_regenerative_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Brake and regenerative-braking states are consistent.,,
EV-CHECK-004,torque_command_feedback_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Torque command and feedback are consistent.,0.7000000000000028,20.0
EV-CHECK-005,battery_soc_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,SOC is within laboratory range.,80.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-006,battery_soh_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,SOH is within laboratory range.,98.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-007,hv_voltage_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,HVVoltage is within laboratory range.,398.40000000000003,"{'minimum': 250.0, 'maximum': 450.0}"
EV-CHECK-008,hv_current_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,HV current is within laboratory range.,80.10000000000001,400.0
EV-CHECK-009,battery_temperature_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,BatteryTemperature is within laboratory range.,30.0,"{'minimum': -30.0, 'maximum': 60.0}"
EV-CHECK-010,cell_voltage_deviation,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,CellVoltageDeviation is within laboratory range.,0.013000000000000001,"{'minimum': 0.0, 'maximum': 0.1}"
EV-CHECK-011,cell_temperature_deviation,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,CellTemperatureDeviation is within laboratory range.,2.0,"{'minimum': 0.0, 'maximum': 10.0}"
EV-CHECK-012,isolation_status,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,HV isolation status indicates valid laboratory state.,1.0,1
EV-CHECK-013,contactor_state_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Contactor state is consistent with available HV state.,,
EV-CHECK-014,precharge_state_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Precharge state is numerically consistent with HV state.,,
EV-CHECK-015,motor_temperature_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,MotorTemperature is within laboratory range.,78.0,"{'minimum': -40.0, 'maximum': 150.0}"
EV-CHECK-016,inverter_state_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Inverter state and temperature are consistent.,,
EV-CHECK-017,charging_connector_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Charging and connector states are consistent.,,
EV-CHECK-018,ecu_heartbeat_presence,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Required ECU heartbeats are present.,,
EV-CHECK-019,can_message_timing,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,CAN frame timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
EV-CHECK-020,sequence_counter_continuity,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Sequence counter value is present; continuity is evaluated at dataset level.,3.0,
EV-CHECK-021,diagnostic_state_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Diagnostic and integrity states are consistent.,,
EV-CHECK-022,command_physical_response_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Commanded torque and observed torque response are consistent.,0.7000000000000028,20.0
RES-CHECK-001,restraint_ecu_heartbeat_presence,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Restraint subsystem heartbeats are present.,,
RES-CHECK-002,restraint_can_timing_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Restraint CAN timing is within laboratory tolerance.,0.05,"{'expected': 0.05, 'tolerance': 0.01}"
RES-CHECK-003,restraint_sequence_counter_continuity,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Restraint sequence counter is present; continuity is evaluated at dataset level.,3.0,
RES-CHECK-004,occupant_status_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Occupant status values are valid laboratory states.,,
RES-CHECK-005,seatbelt_status_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Seatbelt states are valid.,,
RES-CHECK-006,pretensioner_status_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Pretensioner states are valid.,,
RES-CHECK-007,airbag_state_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Airbag states are valid laboratory states.,,
RES-CHECK-008,crash_event_status_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Crash-event and impact status values are valid.,,
RES-CHECK-009,longitudinal_acceleration_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,LongitudinalAcceleration is within laboratory range.,0.32,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-010,lateral_acceleration_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,LateralAcceleration is within laboratory range.,0.0,"{'minimum': -15.0, 'maximum': 15.0}"
RES-CHECK-011,yaw_rate_plausibility,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,YawRate is within laboratory range.,0.30000000000000004,"{'minimum': -180.0, 'maximum': 180.0}"
RES-CHECK-012,acceleration_speed_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Longitudinal acceleration is within laboratory consistency range.,0.32,5.0
RES-CHECK-013,acceleration_wheel_speed_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Acceleration/wheel-speed relationship is within laboratory tolerance.,0.060000000000002274,5.0
RES-CHECK-014,yaw_steering_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Steering/yaw relationship is within laboratory threshold.,0.6000000000000001,20.0
RES-CHECK-015,restraint_diagnostic_consistency,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Restraint diagnostic and integrity states are consistent.,,
RES-CHECK-016,restraint_integrity_verification,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Restraint integrity is valid.,,
RES-CHECK-017,restraint_gateway_integrity,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Restraint gateway integrity is valid.,,
RES-CHECK-018,cyber_anomaly_occupant_safety_correlation,PASS,0.15,3,EV-LAB-001,NORMAL_BASELINE,Cyber-integrity and occupant-safety states are mutually consistent.,,
EV-CHECK-001,vehicle_wheel_speed_consistency,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,Vehicle speed and wheel speed are consistent.,0.11999999999999744,2.0
EV-CHECK-002,accelerator_torque_consistency,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,Accelerator and commanded torque are jointly plausible.,3904.32,100000.0
EV-CHECK-003,brake_regenerative_consistency,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,Brake and regenerative-braking states are consistent.,,
EV-CHECK-004,torque_command_feedback_consistency,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,Torque command and feedback are consistent.,0.09999999999999432,20.0
EV-CHECK-005,battery_soc_plausibility,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,SOC is within laboratory range.,80.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-006,battery_soh_plausibility,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,SOH is within laboratory range.,98.0,"{'minimum': 0.0, 'maximum': 100.0}"
EV-CHECK-007,hv_voltage_plausibility,PASS,0.2,4,EV-LAB-001,NORMAL_BASELINE,HVVoltage is within laboratory range.,398.0,"{'minimum': 250.0, 'maximum': 450.0}"
